Date,DJI Adj Close,DJI Volume,NDAQ Adj Close,NDAQ Volume,SPX Adj Close,SPX Volume,RUT Adj Close,RUT Volume,Adj Close,Information Technology Adj Close,Information Technology Volume
2013-09-30,15129.669921875,122330000,9.072845458984375,2811900,1681.550048828125,3308630000,1073.7900390625,3308630000,3.6505179405212402,72.61467742919922,380600
2013-10-01,15191.7001953125,82460000,9.151960372924805,3609900,1695.0,3238690000,1087.4300537109375,3238690000,3.6481709480285645,73.38851928710938,160200
2013-10-02,15133.1396484375,86090000,9.149133682250977,3131400,1693.8699951171875,3148600000,1082.550048828125,3148600000,3.6458256244659424,73.41551971435547,350700
2013-10-03,14996.48046875,91300000,9.129356384277344,3960000,1678.6600341796875,3279650000,1070.9000244140625,3279650000,3.608287811279297,72.6417007446289,216800
2013-10-04,15072.580078125,75100000,9.296064376831055,4943100,1690.5,2880270000,1078.25,2880270000,3.657555103302002,73.13658142089844,456100
2013-10-07,14936.240234375,79620000,9.120880126953125,2868000,1676.1199951171875,2678490000,1065.7900390625,2678490000,3.657555103302002,72.52471160888672,158000
2013-10-08,14776.5302734375,102690000,8.982428550720215,3431100,1655.449951171875,3569230000,1047.260009765625,3569230000,3.62705659866333,71.15701293945312,467400
2013-10-09,14802.98046875,103190000,9.04741382598877,3736500,1656.4000244140625,3577840000,1043.4599609375,3577840000,3.5707499980926514,71.2469711303711,2996500
2013-10-10,15126.0703125,106540000,9.329970359802246,2579100,1692.56005859375,3362300000,1069.5,3345660000,3.610633373260498,72.6417007446289,231900
2013-10-11,15237.1103515625,85730000,9.372353553771973,3192000,1703.199951171875,2944670000,1084.31005859375,2944670000,3.5801339149475098,73.25357818603516,181700
2013-10-14,15301.259765625,81420000,9.474074363708496,2340600,1710.1400146484375,2580580000,1090.300048828125,2580580000,3.634094715118408,73.6674575805664,211700
2013-10-15,15168.009765625,91440000,9.417562484741211,2864100,1698.06005859375,3327740000,1079.6199951171875,3327740000,3.615326166152954,73.15459442138672,306100
2013-10-16,15373.830078125,92850000,9.516454696655273,3033900,1721.5400390625,3486180000,1092.4200439453125,3483180000,3.6599020957946777,73.90140533447266,150300
2013-10-17,15371.650390625,108490000,9.629477500915527,2417100,1733.1500244140625,3453590000,1102.27001953125,3453590000,3.6669399738311768,73.82942962646484,231200
2013-10-18,15399.650390625,156660000,9.649255752563477,1923600,1744.5,3664890000,1114.77001953125,3664890000,3.709169864654541,75.1431655883789,180200
2013-10-21,15392.2001953125,93660000,9.519281387329102,4233900,1744.6600341796875,3052710000,1112.47998046875,3052710000,3.7185542583465576,75.46707916259766,237300
2013-10-22,15467.66015625,107030000,9.488197326660156,3900900,1754.6700439453125,3850840000,1115.6300048828125,3850840000,3.6997852325439453,75.3321304321289,269500
2013-10-23,15413.330078125,90630000,10.039183616638184,7345500,1746.3800048828125,3713380000,1110.9300537109375,3713380000,3.636441469192505,74.79224395751953,207200
2013-10-24,15509.2099609375,89240000,10.07309341430664,4269600,1752.0699462890625,3671700000,1118.8499755859375,3671700000,3.610633373260498,75.09819030761719,143400
2013-10-25,15570.2802734375,109900000,10.087214469909668,3401700,1759.77001953125,3175720000,1118.3399658203125,3175720000,3.575442314147949,75.3321304321289,143800
2013-10-28,15568.9296875,92760000,10.092867851257324,3717300,1762.1099853515625,3282300000,1117.969970703125,3282300000,3.568404197692871,75.41312408447266,144300
2013-10-29,15680.349609375,86600000,10.174809455871582,4114500,1771.949951171875,3358460000,1121.0699462890625,3358460000,3.5730957984924316,75.79102325439453,189100
2013-10-30,15618.759765625,79170000,10.095695495605469,2375700,1763.31005859375,3523040000,1105.5,3523040000,3.5707499980926514,75.44908905029297,175300
2013-10-31,15545.75,114050000,10.010929107666016,3497700,1756.5400390625,3826530000,1100.1500244140625,3826530000,3.563711404800415,75.26912689208984,208000
2013-11-01,15615.5498046875,101830000,9.97419548034668,3770100,1761.6400146484375,3686290000,1095.6700439453125,3686290000,3.5801339149475098,75.3141098022461,174900
2013-11-04,15639.1201171875,71200000,10.019404411315918,1737900,1767.9300537109375,3194870000,1108.280029296875,3194870000,3.4769060611724854,75.57505798339844,222500
2013-11-05,15618.2197265625,91890000,9.979846000671387,2194200,1762.969970703125,3516680000,1103.5899658203125,3516680000,3.4722142219543457,75.62905883789062,186400
2013-11-06,15746.8798828125,109200000,10.030708312988281,1783200,1770.489990234375,3322100000,1098.6300048828125,3322100000,3.4956750869750977,76.17794799804688,151600
2013-11-07,15593.98046875,103860000,9.923334121704102,1931700,1747.1500244140625,4143200000,1079.0899658203125,4024730000,3.413562059402466,75.1341552734375,246000
2013-11-08,15761.7802734375,101200000,10.152209281921387,2895300,1770.6099853515625,3837170000,1099.969970703125,3837170000,3.6505179405212402,75.99797821044922,151600
2013-11-11,15783.099609375,58860000,10.146553039550781,2388600,1771.8900146484375,2534060000,1101.5,2534060000,3.681016206741333,75.98898315429688,137900
2013-11-12,15750.669921875,79260000,10.129602432250977,2247300,1767.68994140625,3221030000,1101.469970703125,3221030000,3.6880550384521484,76.3218994140625,118800
2013-11-13,15821.6298828125,92450000,10.222847938537598,1975800,1782.0,3327480000,1112.1800537109375,3327480000,3.7889368534088135,77.15872192382812,176800
2013-11-14,15876.2197265625,123860000,10.511051177978516,4788000,1790.6199951171875,3139060000,1111.43994140625,3139060000,3.8053598403930664,76.8617935180664,224900
2013-11-15,15961.7001953125,126460000,10.477147102355957,5027100,1798.1800537109375,3254820000,1116.199951171875,3254820000,3.793628692626953,77.15872192382812,192800
2013-11-18,15976.01953125,94860000,10.624072074890137,4201800,1791.530029296875,3168520000,1107.2900390625,3168520000,3.7021312713623047,76.47488403320312,231000
2013-11-19,15967.0302734375,84570000,10.796430587768555,6402900,1787.8699951171875,3224450000,1101.3800048828125,3224450000,3.641982316970825,76.11495208740234,264400
2013-11-20,15900.8203125,84350000,10.872720718383789,5186100,1781.3699951171875,3109140000,1099.7900390625,3109140000,3.5877299308776855,75.93500518798828,237700
2013-11-21,16009.990234375,79000000,10.997047424316406,4430400,1795.8499755859375,3256630000,1119.6199951171875,3256630000,3.616034746170044,76.78080749511719,354700
2013-11-22,16064.76953125,81000000,11.192008018493652,4725300,1804.760009765625,3055140000,1124.9200439453125,3055140000,3.580653190612793,76.69984436035156,195500
2013-11-25,16072.5400390625,94040000,11.104415893554688,4119000,1802.47998046875,2998540000,1124.719970703125,2998540000,3.6584930419921875,76.5378646850586,422300
2013-11-26,16072.7998046875,107450000,10.96031379699707,2941200,1802.75,3427120000,1134.530029296875,3427120000,3.6891579627990723,76.92476654052734,199600
2013-11-27,16097.330078125,65730000,10.917932510375977,2897100,1807.22998046875,2613590000,1141.3299560546875,2613590000,3.703310489654541,77.59062957763672,155700
2013-11-29,16086.41015625,69190000,11.101590156555176,2600700,1805.81005859375,1598300000,1142.8900146484375,1598300000,3.6797237396240234,77.95055389404297,172300
2013-12-02,16008.76953125,92590000,11.132670402526855,5028000,1800.9000244140625,3095430000,1129.1199951171875,3095430000,3.7151052951812744,77.59963989257812,236900
2013-12-03,15914.6201171875,103910000,11.028127670288086,3419100,1795.1500244140625,3475680000,1123.780029296875,3475680000,3.7127466201782227,77.72560119628906,145800
2013-12-04,15889.76953125,111180000,11.28807544708252,7255200,1792.81005859375,3610540000,1121.3800048828125,3610540000,3.764639377593994,77.96857452392578,202200
2013-12-05,15821.509765625,128080000,10.980093002319336,4959300,1785.030029296875,3336880000,1122.469970703125,3336880000,3.703310489654541,77.89656829833984,132000
2013-12-06,16020.2001953125,98260000,10.98574447631836,6066300,1805.0899658203125,3150030000,1131.3800048828125,3150030000,3.6490590572357178,78.43646240234375,139000
2013-12-09,16025.5302734375,91810000,10.994220733642578,3607200,1808.3699951171875,3129500000,1129.4599609375,3129500000,3.5877299308776855,78.6164321899414,214400
2013-12-10,15973.1298828125,79420000,10.988570213317871,3248700,1802.6199951171875,3117150000,1119.68994140625,3117150000,3.670288562774658,78.52644348144531,172600
2013-12-11,15843.5302734375,107170000,10.97439193725586,3417300,1782.219970703125,3472240000,1101.5,3472240000,3.6349058151245117,77.76160430908203,259300
2013-12-12,15739.4296875,105870000,10.99707317352295,4359000,1775.5,3306640000,1103.27001953125,3306640000,3.5641419887542725,77.37467193603516,193300
2013-12-13,15755.3603515625,83180000,10.929031372070312,2909100,1775.3199462890625,3061070000,1107.050048828125,3061070000,3.5429131984710693,77.29370880126953,210400
2013-12-16,15884.5703125,101470000,10.977230072021484,3510000,1786.5400390625,3209890000,1119.8499755859375,3209890000,3.5476303100585938,78.06755065917969,215900
2013-12-17,15875.259765625,101490000,11.144493103027344,3146400,1781.0,3270030000,1118.8900146484375,3270030000,3.5641419887542725,78.22952270507812,249700
2013-12-18,16167.9697265625,129620000,11.226710319519043,4835100,1810.6500244140625,4327770000,1133.719970703125,4327770000,3.6136767864227295,78.81436920166016,351600
2013-12-19,16179.080078125,94980000,11.187019348144531,2582700,1809.5999755859375,3497210000,1125.449951171875,3497210000,3.6278295516967773,78.83236694335938,301000
2013-12-20,16221.1396484375,285190000,11.328770637512207,5100300,1818.3199462890625,5097700000,1146.469970703125,5097700000,3.7009518146514893,79.70923614501953,272400
2013-12-23,16294.6103515625,78930000,11.27207088470459,2637900,1827.989990234375,2851540000,1157.219970703125,2851540000,3.7221810817718506,80.68252563476562,277300
2013-12-24,16357.5498046875,33640000,11.314597129821777,1044000,1833.3199462890625,1307630000,1161.800048828125,1307630000,3.7316160202026367,80.86444091796875,187100
2013-12-26,16479.880859375,50160000,11.334442138671875,1543500,1842.02001953125,1982270000,1162.6500244140625,1982270000,3.6962339878082275,81.11917114257812,317700
2013-12-27,16478.41015625,47230000,11.31743335723877,1548600,1841.4000244140625,2052920000,1161.0899658203125,2052920000,3.717463493347168,80.95539855957031,219200
2013-12-30,16504.2890625,54220000,11.291913986206055,1847400,1841.0699462890625,2293860000,1160.5899658203125,2293860000,3.766998291015625,80.8735580444336,291400
2013-12-31,16576.66015625,78760000,11.283411979675293,1666800,1848.3599853515625,2312840000,1163.6400146484375,2312840000,3.778792142868042,81.44662475585938,428500
2014-01-02,16441.349609375,80960000,11.113306999206543,3153900,1831.97998046875,3080600000,1150.719970703125,3080600000,3.74105167388916,80.60977172851562,358100
2014-01-03,16469.990234375,72770000,11.277740478515625,3666900,1831.3699951171875,2774270000,1156.0899658203125,2774270000,3.6962339878082275,80.33687591552734,829500
2014-01-06,16425.099609375,89380000,11.30609130859375,4575000,1826.77001953125,3294850000,1147.1600341796875,3294850000,3.7457692623138428,80.10948944091797,386300
2014-01-07,16530.939453125,81270000,11.359959602355957,2751900,1837.8800048828125,3511750000,1157.6300048828125,3511750000,3.8070976734161377,80.91902160644531,317000
2014-01-08,16462.740234375,103260000,11.391142845153809,5144700,1837.489990234375,3652140000,1157.4599609375,3652140000,3.8589909076690674,81.01909637451172,347600
2014-01-09,16444.759765625,83990000,11.40815258026123,2499600,1838.1300048828125,3581150000,1158.3499755859375,3581150000,3.7151052951812744,80.63703918457031,581900
2014-01-10,16437.05078125,85190000,11.31743335723877,3164100,1842.3699951171875,3335710000,1164.530029296875,3335710000,3.7103872299194336,80.78258514404297,394600
2014-01-13,16257.9404296875,111680000,11.099129676818848,3218100,1819.199951171875,3591350000,1148.0899658203125,3591350000,3.6231112480163574,79.882080078125,316500
2014-01-14,16373.8603515625,98610000,11.26640510559082,2509500,1838.8800048828125,3353270000,1163.4300537109375,3353270000,3.7363333702087402,81.37382507324219,289800
2014-01-15,16481.939453125,101130000,11.204030990600586,3200100,1848.3800048828125,3777800000,1171.3499755859375,3777800000,3.776433229446411,82.32894134521484,342300
2014-01-16,16417.009765625,87370000,11.334442138671875,5581800,1845.8900146484375,3491310000,1173.1300048828125,3491310000,3.7882275581359863,82.34711456298828,254300
2014-01-17,16458.560546875,184970000,11.260727882385254,3128400,1838.699951171875,3626120000,1168.4300537109375,3626120000,3.771716356277466,81.8559341430664,354100
2014-01-21,16414.439453125,111570000,11.170010566711426,3636300,1843.800048828125,3782470000,1175.719970703125,3782470000,3.7858681678771973,82.20158386230469,380900
2014-01-22,16373.33984375,87470000,11.198360443115234,2994900,1844.8599853515625,3374170000,1181.2900390625,3374170000,3.78115177154541,82.32894134521484,279400
2014-01-23,16197.349609375,100540000,10.9715576171875,3659700,1828.4599609375,3972250000,1172.4000244140625,3972250000,3.766998291015625,81.95597076416016,390100
2014-01-24,15879.1103515625,141450000,10.65970516204834,3898800,1790.2900390625,4618450000,1144.1300048828125,4618450000,3.670288562774658,80.22772216796875,496800
2014-01-27,15837.8798828125,127540000,10.580323219299316,3009300,1781.56005859375,4045200000,1127.72998046875,4045200000,3.646700620651245,79.32719421386719,479800
2014-01-28,15928.5595703125,89110000,10.673881530761719,4810500,1792.5,3437830000,1138.239990234375,3437830000,3.682081460952759,79.06343078613281,602500
2014-01-29,15738.7900390625,109590000,10.546304702758789,4479000,1774.199951171875,3964020000,1122.449951171875,3964020000,3.646700620651245,78.32664489746094,344700
2014-01-30,15848.6103515625,92100000,10.889341354370117,4325700,1794.18994140625,3547510000,1139.3599853515625,3547510000,3.70802903175354,79.51822662353516,483000
2014-01-31,15698.849609375,137090000,10.815631866455078,4542000,1782.5899658203125,4059690000,1130.8800048828125,4059690000,3.703310489654541,79.53641510009766,336700
2014-02-03,15372.7998046875,151050000,10.526457786560059,4477200,1741.8900146484375,4726040000,1094.5799560546875,4726040000,3.653776168823242,77.80816650390625,442900
2014-02-04,15445.240234375,124110000,10.713569641113281,5815200,1755.199951171875,4068410000,1102.8399658203125,4068410000,3.675004720687866,78.16291046142578,552200
2014-02-05,15440.23046875,105130000,10.815631866455078,4291800,1751.6400146484375,3984290000,1093.5899658203125,3984290000,3.641982316970825,78.18111419677734,426700
2014-02-06,15628.5302734375,106980000,10.730579376220703,4100100,1773.4300537109375,3825410000,1103.9300537109375,3825410000,3.6891579627990723,79.16349792480469,444500
2014-02-07,15794.080078125,105780000,10.642692565917969,5739300,1797.02001953125,3775990000,1116.550048828125,3775990000,3.743410110473633,80.2550277709961,279100
2014-02-10,15801.7900390625,84110000,10.634190559387207,5460300,1799.8399658203125,3312160000,1118.72998046875,3312160000,3.755204200744629,80.55517578125,606100
2014-02-11,15994.76953125,95930000,10.87800407409668,3198600,1819.75,3699380000,1129.1600341796875,3699380000,3.8330442905426025,81.36473846435547,796800
2014-02-12,15963.9404296875,77310000,10.940373420715332,2194800,1819.260009765625,3326380000,1132.5400390625,3326380000,3.969853639602661,81.63760375976562,439700
2014-02-13,16027.58984375,99470000,10.968720436096191,1174500,1829.8299560546875,3289510000,1147.7900390625,3289510000,4.094871997833252,82.39259338378906,490100
2014-02-14,16154.3896484375,84060000,10.977230072021484,1772100,1838.6300048828125,3114750000,1149.2099609375,3114750000,4.22460412979126,82.61088562011719,266800
2014-02-18,16130.400390625,91250000,11.087794303894043,3193500,1840.760009765625,3421110000,1161.47998046875,3421110000,4.2222442626953125,82.92926788330078,505200
2014-02-19,16040.5595703125,80560000,11.218202590942383,5723100,1828.75,3661570000,1149.0699462890625,3661570000,4.278857707977295,82.47447967529297,406600
2014-02-20,16133.23046875,77720000,11.1926908493042,2873100,1839.780029296875,3404980000,1162.1199951171875,3404980000,4.429820537567139,82.85650634765625,244800
