Date,DJI Adj Close,DJI Volume,NDAQ Adj Close,NDAQ Volume,SPX Adj Close,SPX Volume,RUT Adj Close,RUT Volume,Adj Close,Information Technology Adj Close,Information Technology Volume
2013-09-30,15129.669921875,122330000,9.072840690612793,2811900,1681.550048828125,3308630000,1073.7900390625,3308630000,14.86014461517334,72.77080535888672,380600
2013-10-01,15191.7001953125,82460000,9.151959419250488,3609900,1695.0,3238690000,1087.4300537109375,3238690000,15.209559440612793,73.54631042480469,160200
2013-10-02,15133.1396484375,86090000,9.149131774902344,3131400,1693.8699951171875,3148600000,1082.550048828125,3148600000,15.259431838989258,73.57335662841797,350700
2013-10-03,14996.48046875,91300000,9.129356384277344,3960000,1678.6600341796875,3279650000,1070.9000244140625,3279650000,15.067740440368652,72.79786682128906,216800
2013-10-04,15072.580078125,75100000,9.296063423156738,4943100,1690.5,2880270000,1078.25,2880270000,15.055883407592773,73.29383087158203,456100
2013-10-07,14936.240234375,79620000,9.120882034301758,2868000,1676.1199951171875,2678490000,1065.7900390625,2678490000,15.203011512756348,72.68062591552734,158000
2013-10-08,14776.5302734375,102690000,8.982426643371582,3431100,1655.449951171875,3569230000,1047.260009765625,3569230000,14.990748405456543,71.30997467041016,467400
2013-10-09,14802.98046875,103190000,9.047417640686035,3736500,1656.4000244140625,3577840000,1043.4599609375,3577840000,15.166851997375488,71.40016174316406,2996500
2013-10-10,15126.0703125,106540000,9.329970359802246,2579100,1692.56005859375,3362300000,1069.5,3345660000,15.261919975280762,72.79786682128906,231900
2013-10-11,15237.1103515625,85730000,9.372353553771973,3192000,1703.199951171875,2944670000,1084.31005859375,2944670000,15.360730171203613,73.41104888916016,181700
2013-10-14,15301.259765625,81420000,9.47407341003418,2340600,1710.1400146484375,2580580000,1090.300048828125,2580580000,15.461409568786621,73.82583618164062,211700
2013-10-15,15168.009765625,91440000,9.417564392089844,2864100,1698.06005859375,3327740000,1079.6199951171875,3327740000,15.543695449829102,73.31185913085938,306100
2013-10-16,15373.830078125,92850000,9.51645565032959,3033900,1721.5400390625,3486180000,1092.4200439453125,3483180000,15.619438171386719,74.06031036376953,150300
2013-10-17,15371.650390625,108490000,9.629477500915527,2417100,1733.1500244140625,3453590000,1102.27001953125,3453590000,15.72510051727295,73.98816680908203,231200
2013-10-18,15399.650390625,156660000,9.649256706237793,1923600,1744.5,3664890000,1114.77001953125,3664890000,15.861937522888184,75.30472564697266,180200
2013-10-21,15392.2001953125,93660000,9.519279479980469,4233900,1744.6600341796875,3052710000,1112.47998046875,3052710000,16.250621795654297,75.62936401367188,237300
2013-10-22,15467.66015625,107030000,9.488201141357422,3900900,1754.6700439453125,3850840000,1115.6300048828125,3850840000,16.204177856445312,75.49407958984375,269500
2013-10-23,15413.330078125,90630000,10.039182662963867,7345500,1746.3800048828125,3713380000,1110.9300537109375,3713380000,16.362831115722656,74.95303344726562,207200
2013-10-24,15509.2099609375,89240000,10.073088645935059,4269600,1752.0699462890625,3671700000,1118.8499755859375,3671700000,16.579465866088867,75.25963592529297,143400
2013-10-25,15570.2802734375,109900000,10.087213516235352,3401700,1759.77001953125,3175720000,1118.3399658203125,3175720000,16.39400291442871,75.49407958984375,143800
2013-10-28,15568.9296875,92760000,10.092870712280273,3717300,1762.1099853515625,3282300000,1117.969970703125,3282300000,16.516189575195312,75.57522583007812,144300
2013-10-29,15680.349609375,86600000,10.174811363220215,4114500,1771.949951171875,3358460000,1121.0699462890625,3358460000,16.104747772216797,75.95397186279297,189100
2013-10-30,15618.759765625,79170000,10.095694541931152,2375700,1763.31005859375,3523040000,1105.5,3523040000,16.36096954345703,75.61129760742188,175300
2013-10-31,15545.75,114050000,10.010927200317383,3497700,1756.5400390625,3826530000,1100.1500244140625,3826530000,16.29239273071289,75.43093872070312,208000
2013-11-01,15615.5498046875,101830000,9.974196434020996,3770100,1761.6400146484375,3686290000,1095.6700439453125,3686290000,16.209163665771484,75.47603607177734,174900
2013-11-04,15639.1201171875,71200000,10.019402503967285,1737900,1767.9300537109375,3194870000,1108.280029296875,3194870000,16.41862678527832,75.73755645751953,222500
